Date	SYBASE	WM	MICROSTRATEGY	XEROX	LH	ENRON	GLOBALCROSSING	QWEST	ADELPHIA	PEREGRINE	CMSENERGY	DYNEGYHOLDINGS	MCIWORLDCOM	ELPASO	HALLIBURTON	MERRILLLYNCH	MERCKCOMPANY	DUKEENERGY	BRISTOLMYERS	NICORDEAD	MIRANT	IMCLONESYS	SP500
1-8-1997	169,06	368,29	NA	461,11	123,12	4888,59	NA	111,16	68,1	175	591,27	127,33	NA	NA	810,28	3869,42	3810,07	2728,22	4303,7	1566,78	NA	35,71	947,14
4-8-1997	169,06	368,29	NA	463,22	120	4848,25	NA	113,39	64,66	177,78	585,2	132,21	NA	NA	816,88	3841,81	3833,3	2671,52	4334,81	1569,46	NA	35,27	950,3
5-8-1997	183,45	368,29	NA	471,66	117,07	4904,72	NA	115,18	61,21	173,61	586,21	132,69	NA	NA	839,97	3807,29	3828,66	2668,19	4417,78	1588,24	NA	35,71	952,37
6-8-1997	185,61	368,29	NA	468,14	118,05	4848,25	NA	124,55	58,62	173,61	588,23	131,23	NA	NA	841,07	3783,82	3791,49	2688,2	4390,12	1566,78	NA	35,71	960,32
7-8-1997	184,17	368,29	NA	450,22	115,12	4791,79	NA	131,25	59,91	161,11	582,17	129,28	NA	NA	826,77	3673,04	3707,85	2664,85	4289,88	1574,83	NA	37,5	951,19
8-8-1997	179,86	368,29	NA	438,27	114,15	4759,52	NA	128,57	60,34	161,11	573,07	128,79	NA	NA	801,49	3621,11	3673	2628,16	4265,68	1537,27	NA	37,5	933,54
11-8-1997	180,58	368,29	NA	442,84	114,63	4743,38	NA	125,45	61,21	161,11	574,08	129,28	NA	NA	791,59	3652,27	3540,58	2661,52	4179,26	1566,78	NA	35,71	937
12-8-1997	184,89	368,29	NA	438,62	114,63	4678,85	NA	119,64	59,05	161,11	578,13	130,25	NA	NA	777,3	3548,41	3480,17	2664,85	4134,32	1550,68	NA	35,27	926,53
13-8-1997	184,17	368,29	NA	434,4	112,2	4703,05	NA	119,64	62,93	166,67	570,04	128,79	NA	NA	781,7	3503,41	3443	2630,83	4009,88	1545,32	NA	35,27	922,02
14-8-1997	183,45	368,29	NA	434,4	113,66	4678,85	NA	118,75	67,24	163,89	571,05	129,77	NA	NA	767,4	3614,19	3468,56	2630,83	4210,37	1558,73	NA	34,82	924,77
15-8-1997	174,1	368,29	NA	420,34	110,73	4598,18	NA	116,07	63,79	168,06	567,01	128,3	NA	NA	747,61	3434,17	3377,95	2597,1	4047,9	1548	NA	33,93	900,81
18-8-1997	179,86	368,29	NA	427,02	107,8	4622,38	NA	120,31	67,24	163,89	567,01	128,79	NA	NA	738,82	3513,79	3466,24	2630,83	4127,41	1550,68	NA	33,93	912,49
19-8-1997	184,17	368,29	NA	435,46	109,76	4735,32	NA	126,79	65,52	169,44	576,11	127,81	NA	NA	769,6	3562,26	3521,99	2664,56	4276,05	1561,41	NA	35,71	926,01
20-8-1997	184,89	368,29	NA	444,95	110,24	4767,58	NA	127,01	65,52	173,61	573,07	129,77	NA	NA	795,99	3621,11	3559,16	2671,31	4421,23	1566,78	NA	38,39	939,35
21-8-1997	178,42	368,29	NA	432,29	112,68	4678,85	NA	125,45	65,52	172,22	571,05	128,3	NA	NA	781,7	3503,41	3521,99	2657,81	4317,53	1545,32	NA	40,18	925,05
22-8-1997	202,16	368,29	NA	427,37	109,27	4743,38	NA	124,11	67,24	175	572,06	130,35	NA	NA	767,4	3517,25	3508,05	2654,44	4310,62	1545,32	NA	39,29	923,55
25-8-1997	201,44	368,29	NA	433,7	109,27	4767,58	NA	129,02	68,1	177,78	572,06	130,84	NA	NA	765,21	3454,94	3475,53	2691,54	4244,94	1539,95	NA	40,18	920,16
26-8-1997	220,14	368,29	NA	428,78	107,32	4848,25	NA	142,8	65,52	175	573,07	129,86	NA	NA	792,69	3385,7	3405,83	2664,56	4172,34	1545,32	NA	41,07	913,02
27-8-1997	217,27	368,29	NA	427,37	104,39	4848,25	NA	152,68	65,52	174,65	574,08	129,86	NA	NA	819,08	3437,63	3452,3	2644,32	4175,8	1553,37	NA	48,21	913,7
28-8-1997	207,19	368,29	NA	427,02	104,39	4909,56	NA	147,32	64,66	173,61	577,12	127,91	NA	NA	848,76	3347,62	3419,77	2644,32	4172,34	1550,68	NA	49,11	903,67
29-8-1997	214,39	368,29	NA	424,56	103,41	4998,83	NA	145,54	66,38	173,61	581,16	127,91	NA	NA	842,17	3406,47	3412,8	2613,97	4203,46	1558,73	NA	48,21	899,47
1-9-1997	214,39	368,29	NA	424,56	101,95	4998,83	NA	145,54	66,38	173,61	581,16	127,91	NA	NA	842,17	3406,47	3412,8	2613,97	4203,46	1558,73	NA	48,21	899,47
2-9-1997	205,76	368,29	NA	434,4	102,93	5096,21	NA	142,86	68,1	183,33	590,26	128,4	NA	NA	852,09	3572,64	3556,84	2657,81	4324,45	1582,88	NA	45,54	927,58
3-9-1997	212,95	368,29	NA	442,18	103,9	5169,24	NA	146,43	68,1	191,67	585,2	128,4	NA	NA	864,21	3538,02	3582,86	2678,05	4286,42	1572,15	NA	45,98	927,86
4-9-1997	208,63	368,29	NA	445,7	102,93	5144,89	NA	146,87	67,24	208,33	585,2	127,91	NA	NA	886,26	3614,19	3559,52	2691,54	4407,41	1569,46	NA	47,77	930,87
5-9-1997	230,94	368,29	NA	437,94	114,63	5071,86	NA	146,43	67,24	205,56	582,17	128,4	NA	NA	888,46	3607,26	3566,52	2691,54	4459,26	1558,73	NA	48,66	929,05
8-9-1997	225,9	368,29	NA	444,29	117,32	5112,44	NA	146,43	68,97	206,94	577,12	125,96	NA	NA	868,62	3596,88	3496,5	2664,56	4362,47	1553,37	NA	47,32	931,2
9-9-1997	220,14	368,29	NA	442,53	121,46	5177,36	NA	150	71,55	215,28	585,2	124,98	NA	NA	860,9	3565,72	3526,84	2678,05	4410,86	1561,41	NA	51,34	933,62
10-9-1997	223,74	368,29	NA	440,76	124,39	5047,52	NA	156,25	74,14	200	590,26	124,49	NA	NA	859,8	3558,8	3452,15	2664,56	4341,73	1561,41	NA	52,23	919,03
11-9-1997	233,81	368,29	NA	432,65	133,17	4942,02	NA	158,48	74,14	204,17	587,22	123,03	NA	NA	847,68	3468,79	3449,82	2661,19	4310,62	1556,05	NA	50,89	912,59
12-9-1997	227,34	368,29	NA	430,53	150,24	5031,29	NA	170,54	73,28	206,94	600,36	124,49	NA	NA	899,49	3572,64	3466,16	2705,03	4462,71	1590,93	NA	52,68	923,91
15-9-1997	234,53	368,29	NA	435,12	151,22	5128,67	NA	182,14	73,28	222,22	604,41	124,01	NA	NA	912,71	3586,49	3498,83	2694,92	4345,18	1601,66	NA	50	919,77
16-9-1997	227,34	368,29	NA	443,23	152,2	5161,13	NA	168,75	71,55	225	609,46	124,98	NA	NA	919,33	3794,2	3610,87	2698,29	4521,48	1633,85	NA	49,55	945,64
17-9-1997	224,46	368,29	NA	442,53	152,68	5055,63	NA	172,32	70,69	216,67	605,42	129,38	NA	NA	917,12	3915,37	3659,89	2691,54	4486,91	1607,02	NA	50	943
18-9-1997	230,22	368,29	NA	438,29	152,2	5079,98	NA	174,11	71,55	211,11	605,42	128,89	NA	NA	910,51	3918,83	3631,88	2691,54	4417,78	1620,44	NA	53,12	947,29
19-9-1997	233,81	368,29	NA	437,24	152,2	5071,86	NA	176,12	71,12	211,11	610,47	129,38	NA	NA	908,3	3963,83	3683,23	2698,29	4500,74	1609,71	NA	55,8	950,51
22-9-1997	238,85	368,29	NA	447,82	157,07	5104,32	NA	174,11	71,98	216,67	613,5	126,93	NA	NA	917,12	3904,98	3841,95	2701,66	4564,69	1617,75	NA	55,36	955,43
23-9-1997	233,09	368,29	NA	442,88	171,71	5088,09	NA	169,64	79,31	208,33	601,37	124,98	NA	NA	903,89	3908,44	3879,29	2694,92	4521,48	1615,07	NA	54,91	951,93
24-9-1997	227,34	368,29	NA	439,71	175,61	5136,78	NA	171,43	79,74	205,56	598,34	132,79	NA	NA	884,05	3963,83	3781,26	2701,66	4535,31	1631,17	NA	56,7	944,48
25-9-1997	218,71	368,29	NA	449,94	175,26	5088,09	NA	171,21	78,45	191,67	597,33	136,21	NA	NA	898,38	3891,14	3701,9	2701,66	4452,34	1620,44	NA	57,14	937,91
26-9-1997	211,51	368,29	NA	465,82	173,17	5071,86	NA	163,39	81,03	191,67	593,29	136,7	NA	NA	898,38	4060,77	3739,25	2708,41	4562,96	1622,05	NA	57,14	945,22
29-9-1997	213,67	368,29	NA	470,41	161,46	5055,63	NA	166,07	78,45	197,22	591,27	136,7	NA	NA	932,55	4098,84	3792,93	2705,03	4562,96	1643,71	NA	55,58	953,34
30-9-1997	207,19	368,29	NA	475,35	161,46	4998,83	NA	164,73	83,62	197,22	598,34	138,65	NA	NA	917,12	4109,23	3732,24	2667,93	4576,79	1624,75	NA	58,04	947,28
1-10-1997	212,95	368,29	NA	473,58	169,27	5039,4	NA	172,77	94,83	194,44	595,31	137,19	NA	NA	927,04	4116,15	3748,58	2698,29	4587,44	1646,42	NA	55,36	955,41
2-10-1997	217,27	368,29	NA	479,94	174,63	5128,67	NA	169,64	93,53	188,89	599,35	138,16	NA	NA	939,17	4102,31	3783,59	2732,02	4639,53	1651,83	NA	55,58	960,46
3-10-1997	231,65	368,29	NA	480,64	187,32	5079,98	NA	169,64	94,83	170,83	603,4	138,65	NA	NA	934,76	4247,71	3767,26	2708,41	4774,96	1649,13	NA	55,36	965,03
6-10-1997	248,2	368,29	NA	472,88	191,71	5153,01	NA	179,46	93,1	161,11	608,45	143,05	NA	NA	944,68	4310,02	3776,59	2715,15	4816,63	1657,25	NA	50	972,69
7-10-1997	255,4	368,29	NA	478,52	189,27	5136,78	NA	195,76	95,69	158,33	612,49	148,42	NA	NA	1009,72	4292,71	3825,61	2718,53	4945,13	1689,74	NA	51,79	983,12
8-10-1997	251,08	368,29	NA	484,17	195,61	5039,4	NA	186,61	93,53	170,83	604,41	148,42	NA	NA	997,59	4220,01	3818,61	2671,31	4886,09	1651,83	NA	51,34	973,84
9-10-1997	270,5	368,29	NA	476,05	218,54	4933,91	NA	185,71	95,69	175	607,44	148,42	NA	NA	1025,15	4126,54	3739,25	2671,31	4813,16	1632,88	NA	50,45	970,62
10-10-1997	264,75	368,29	NA	479,94	214,63	4974,48	NA	186,16	93,1	184,72	606,43	147,44	NA	NA	1042,79	4185,39	3701,9	2654,44	4788,85	1649,13	NA	49,11	966,98
13-10-1997	260,43	368,29	NA	473,94	223,9	5047,52	NA	186,61	93,97	188,89	610,47	147,93	NA	NA	1018,54	4265,02	3732,24	2637,58	4802,74	1665,37	NA	50,45	968,1
14-10-1997	249,64	368,29	NA	476,41	218,54	5144,89	NA	194,64	96,55	186,11	612,49	146,95	NA	NA	979,95	4213,09	3790,6	2674,68	4834	1670,79	NA	50	970,28
15-10-1997	248,92	368,29	NA	482,05	206,83	5299,08	NA	204,91	97,41	179,17	613,5	148,9	NA	NA	993,18	4188,85	3818,61	2640,95	4802,74	1670,79	NA	52,68	965,72
16-10-1997	232,01	368,29	NA	483,11	200,49	5396,46	NA	211,61	95,69	180,56	614,51	148,42	NA	NA	967,83	4130	3645,88	2647,7	4778,43	1673,5	NA	54,02	955,23
17-10-1997	219,42	368,29	NA	474,64	191,71	5339,66	NA	202,68	96,55	169,44	610,47	149,88	NA	NA	976,65	4036,53	3538,51	2637,58	4736,76	1635,59	NA	54,02	944,16
20-10-1997	234,53	368,29	NA	478,52	187,32	5290,96	NA	210,27	98,28	179,17	610,47	149,88	NA	NA	1028,46	4053,84	3536,18	2688,17	4771,49	1678,91	NA	52,23	955,61
21-10-1997	231,65	368,29	NA	488,76	188,29	5274,73	NA	225	100	186,11	613,5	150,86	NA	NA	1043,89	4195,78	3627,21	2678,05	4799,27	1700,58	NA	50,89	972,28
22-10-1997	231,65	368,29	NA	492,99	209,76	5290,96	NA	234,82	100,43	179,17	608,45	154,76	NA	NA	1036,17	4161,16	3631,88	2661,19	5011,11	1678,91	NA	50	968,49
23-10-1997	220,86	368,29	NA	485,58	210,73	5201,7	NA	230,36	101,72	161,11	596,32	154,76	NA	NA	1084,67	3998,45	3529,18	2607,22	4955,54	1676,2	NA	49,55	950,69
24-10-1997	211,51	368,29	NA	480,99	220,49	5258,5	NA	225	118,1	168,75	606,43	155,25	NA	NA	1095,7	4008,84	3487,16	2607,22	4834	1681,62	NA	49,55	941,64
27-10-1997	179,86	368,29	NA	455,94	211,22	5031,29	NA	197,32	109,48	161,11	596,32	149,88	NA	NA	970,03	3544,95	3174,39	2468,93	4531,88	1597,68	NA	46,43	876,99
28-10-1997	192,09	368,29	NA	465,11	184,39	4998,83	NA	204,46	102,59	180,56	597,33	149,39	NA	NA	1005,31	3932,68	3281,76	2563,37	4889,56	1608,51	NA	45,54	921,85
29-10-1997	191,37	368,29	NA	471,11	199,02	5039,4	NA	216,07	105,17	177,78	595,31	148,42	NA	NA	1031,76	3811,51	3312,1	2613,97	4903,45	1670,79	NA	46,43	919,16
30-10-1997	186,33	368,29	NA	441,82	187,32	4933,91	NA	211,16	100,86	169,44	593,09	145,49	NA	NA	1048,3	3669,58	3267,76	2624,09	4827,05	1622,05	NA	45,09	903,68
31-10-1997	187,77	368,29	NA	447,82	189,27	4933,91	NA	220,54	97,41	172,22	595,12	148,42	NA	NA	1051,6	3745,74	3333,11	2617,34	4882,62	1670,79	NA	46,43	914,62
3-11-1997	195,68	368,29	NA	451	195,12	4998,83	NA	215,62	98,28	176,39	604,3	148,9	NA	NA	1086,88	3863,44	3379,79	2640,95	5038,89	1676,2	NA	46,87	938,99
4-11-1997	189,93	368,29	NA	449,23	201,95	4974,48	NA	210,71	96,55	177,78	606,33	149,39	NA	NA	1105,62	3994,99	3293,43	2613,97	5111,81	1668,08	NA	46,43	940,76
5-11-1997	188,49	368,29	NA	452,41	210,73	4966,37	NA	203,57	92,24	166,67	600,22	148,42	NA	NA	1095,7	4082,23	3281,76	2600,48	5167,38	1665,37	NA	46,43	942,76
6-11-1997	182,73	368,29	NA	441,47	208,78	4860,87	NA	193,97	93,1	169,44	591,05	147,44	NA	NA	1062,63	3978,09	3314,44	2583,61	5087,5	1657,25	NA	46,87	938,03
7-11-1997	178,42	368,29	NA	424,18	191,71	4804,07	NA	182,59	95,26	165,28	589,01	147,44	NA	NA	1044,99	3964,21	3314,44	2583,61	5014,58	1641	NA	46,43	927,51
10-11-1997	178,42	368,29	NA	425,59	195,61	4763,49	NA	184,82	102,59	163,89	594,1	147,44	NA	NA	1022,94	3748,99	3305,1	2600,48	4997,21	1654,54	NA	46,43	921,13
11-11-1997	184,89	368,29	NA	415,71	195,61	4755,38	NA	187,5	97,84	163,89	595,12	146,46	NA	NA	1019,64	3707,33	3309,77	2651,07	4990,27	1668,08	NA	47,32	923,78
12-11-1997	174,82	368,29	NA	410,77	187,32	4682,34	NA	172,77	95,69	155,56	604,3	145,97	NA	NA	993,18	3554,59	3246,75	2667,26	4986,8	1673,5	NA	46,43	905,96
13-11-1997	179,86	368,29	NA	406,89	183,41	4658	NA	185,71	96,55	154,17	611,43	140,6	NA	NA	943,58	3540,71	3284,09	2674,08	5188,21	1662,67	NA	44,64	916,66
14-11-1997	182,01	368,29	NA	412,18	193,17	4698,57	NA	188,39	106,9	159,72	602,26	145	NA	NA	1009,72	3683,03	3372,79	2691,13	5195,16	1687,04	NA	43,75	928,35
17-11-1997	187,05	368,29	NA	430,18	207,8	4779,72	NA	202,68	112,93	158,33	607,35	145,97	NA	NA	1044,99	3762,87	3412,47	2745,71	5167,38	1703,28	NA	46,43	946,2
18-11-1997	181,29	368,29	NA	429,47	202,93	4795,95	NA	200,67	106,9	159,72	601,24	142,07	NA	NA	970,03	3676,09	3384,46	2735,47	5097,92	1700,58	NA	46,43	938,23
19-11-1997	174,1	368,29	NA	417,47	204,88	4909,56	NA	200,89	104,31	155,56	602,26	141,58	NA	NA	945,78	3735,1	3466,16	2766,17	5174,32	1714,12	NA	46,43	944,59
20-11-1997	177,7	368,29	NA	437,59	203,9	4958,25	NA	204,91	104,31	154,17	606,33	141,58	NA	NA	968,93	3901,72	3456,82	2824,16	5229,89	1754,73	NA	45,98	958,98
21-11-1997	175,54	368,29	NA	424,18	201,48	5039,4	NA	203,57	103,45	151,39	612,45	141,58	NA	NA	972,24	3905,19	3531,51	2827,57	5361,85	1749,32	NA	45,98	963,09
24-11-1997	169,06	368,29	NA	417,83	195,12	5006,94	NA	197,77	101,72	138,89	621,62	137,67	NA	NA	927,04	3818,41	3454,48	2813,92	5202,11	1752,03	NA	44,64	946,67
25-11-1997	172,66	368,29	NA	413,94	189,27	4998,83	NA	193,53	98,28	143,06	633,85	133,28	NA	NA	931,45	3825,35	3508,17	2844,62	5226,41	1733,07	NA	42,86	950,82
26-11-1997	166,19	368,29	NA	427,35	185,87	5045,89	NA	194,98	100	134,72	635,89	132,79	NA	NA	956,81	3870,48	3515,17	2861,67	5181,27	1749,32	NA	43,75	951,64
27-11-1997	166,19	368,29	NA	427,35	187,82	5045,89	NA	194,98	100	134,72	635,89	132,79	NA	NA	956,81	3870,48	3515,17	2861,67	5181,27	1749,32	NA	43,75	951,64
28-11-1997	161,15	368,29	NA	438,65	189,78	5054,06	NA	195,09	100	133,33	642	128,89	NA	NA	953,5	3898,25	3541,43	2837,8	5202,11	1743,9	NA	47,77	955,4
1-12-1997	161,15	368,29	NA	452,41	192,2	5119,38	NA	193,3	96,55	137,5	644,04	128,98	NA	NA	903,78	4113,47	3559,52	2871,91	5334,07	1754,73	NA	50,45	974,78
2-12-1997	158,27	368,29	NA	451	183,92	5037,73	NA	178,57	94,83	141,67	644,04	129,96	NA	NA	925,88	4082,23	3552,52	2844,62	5379,21	1749,32	NA	51,34	971,68
3-12-1997	155,4	368,29	NA	447,16	185,37	5029,56	NA	186,83	93,97	147,22	637,92	137,29	NA	NA	963,44	4089,17	3676,69	2834,39	5327,12	1735,78	NA	57,14	976,77
4-12-1997	156,12	368,29	NA	431,57	182,95	5062,22	NA	192,86	99,14	136,11	633,85	138,27	NA	NA	960,13	4196,78	3925,24	2796,87	5386,16	1741,2	NA	54,02	973,1
5-12-1997	156,12	368,29	NA	445,03	181	5143,87	NA	203,57	100	134,72	634,87	137,78	NA	NA	995,48	4234,96	3920,55	2810,51	5327,12	1749,32	NA	54,02	983,79
8-12-1997	171,94	368,29	NA	439,01	187,32	5209,19	NA	215,4	97,84	138,89	635,89	136,31	NA	NA	1012,06	4255,79	3929,93	2834,39	5257,67	1743,9	NA	54,46	982,37
9-12-1997	153,96	368,29	NA	427,32	195,12	5250,02	NA	219,2	101,72	138,89	628,75	137,29	NA	NA	995,48	4203,72	3941,66	2827,57	5285,45	1724,95	NA	53,12	975,78
10-12-1997	149,64	368,29	NA	422,71	193,17	5299	NA	211,38	100,86	136,11	631,81	137,78	NA	NA	976,7	4165,54	3934,62	2803,69	5351,43	1724,95	NA	52,23	969,79
11-12-1997	145,32	368,29	NA	409,6	179,04	5307,17	NA	210,94	102,59	138,19	635,89	133,87	NA	NA	930,3	4085,7	3925,24	2803,69	5354,9	1692,45	NA	48,21	954,94
12-12-1997	138,13	368,29	NA	406,77	177,56	5315,34	NA	210,94	105,17	150	636,91	134,85	NA	NA	907,09	4050,99	3929,93	2865,09	5386,16	1684,33	NA	45,98	953,39
15-12-1997	144,6	368,29	NA	411,02	160,98	5315,34	NA	212,5	110,34	147,22	655,25	133,38	NA	NA	866,21	3991,98	3958,07	2946,94	5434,78	1705,99	NA	45,54	963,39
16-12-1997	147,48	368,29	NA	402,16	151,22	5250,02	NA	214,29	115,09	150	645,06	135,82	NA	NA	901,57	4044,05	4002,62	2909,43	5372,27	1697,87	NA	45,54	968,04
17-12-1997	154,68	368,29	NA	404,64	157,58	5201,03	NA	217,41	115,52	150	650,15	132,89	NA	NA	886,1	3998,92	4026,07	2916,25	5261,14	1727,66	NA	44,64	965,54
18-12-1997	148,2	368,29	NA	394,72	168,31	5225,52	NA	210,71	116,38	147,22	652,19	131,92	NA	NA	878,37	3943,38	3944	2936,71	5143,07	1727,66	NA	43,3	955,3
19-12-1997	146,04	368,29	NA	389,4	162,46	5241,85	NA	214,29	113,79	144,44	668,5	130,94	NA	NA	871,74	3884,37	3850,21	2950,36	5066,67	1724,95	NA	43,75	946,78
22-12-1997	145,32	368,29	NA	394,01	167,8	5290,84	NA	215,62	115,52	145,83	684,8	125,56	NA	NA	852,96	3912,14	3974,49	3032,22	5108,34	1784,52	NA	45,98	953,7
23-12-1997	140,29	368,29	NA	390,47	164,88	5290,84	NA	214,29	112,93	144,44	691,93	125,08	NA	NA	814,29	3808	3918,21	3032,22	5007,63	1803,48	NA	44,64	939,13
24-12-1997	143,88	368,29	NA	389,4	160	5225,52	NA	210,71	113,79	144,44	699,07	126,05	NA	NA	828,65	3731,63	3798,62	3018,57	4938,18	1814,31	NA	44,64	932,7
25-12-1997	143,88	368,29	NA	389,4	160	5225,52	NA	210,71	113,79	144,44	699,07	126,05	NA	NA	828,65	3731,63	3798,62	3018,57	4938,18	1814,31	NA	44,64	932,7
26-12-1997	144,6	368,29	NA	389,76	160	5192,86	NA	214,29	114,22	147,22	700,09	128,98	NA	NA	835,28	3762,87	3883,04	3018,57	5007,63	1844,1	NA	43,75	936,46
29-12-1997	148,92	368,29	NA	395,78	157,07	5315,34	NA	214,73	118,97	145,83	705,18	129,96	NA	NA	859,59	3873,95	3929,93	3066,32	5167,38	1843,01	NA	44,64	953,35
30-12-1997	155,04	368,29	NA	408,54	165,39	5347,99	NA	215,62	124,14	145,83	705,18	135,34	NA	NA	873,95	4033,63	4002,62	3042,45	5310,59	1859,4	NA	47,32	970,84
31-12-1997	153,24	368,29	NA	418,81	175,14	5429,64	NA	212,5	127,59	148,61	718,43	136,8	NA	NA	917,04	4050,99	3976,83	3021,98	5279,21	1843,01	NA	58,04	970,43
1-1-1998	153,24	368,29	NA	418,81	175,14	5429,64	NA	212,5	127,59	148,61	718,43	136,8	NA	NA	917,04	4050,99	3976,83	3021,98	5279,21	1843,01	NA	58,04	970,43
2-1-1998	114,39	368,29	NA	424,48	181,46	5323,5	NA	215,62	125	150	715,37	134,36	NA	NA	903,78	3971,15	4037,8	3015,16	5279,21	1840,28	NA	51,79	975,04
5-1-1998	105,76	368,29	NA	430,51	179,51	5225,52	NA	233,93	116,81	151,39	715,37	134,85	NA	NA	846,33	4092,64	4061,24	2960,59	5345,46	1862,13	NA	51,79	977,07
6-1-1998	103,96	368,29	NA	426,96	182,44	5062,22	NA	235,49	117,24	156,94	717,41	134,85	NA	NA	810,97	3912,14	4004,97	2964	5376,84	1793,87	NA	50	966,58
7-1-1998	100,72	368,29	NA	412,08	174,17	5094,88	NA	231,7	124,14	155,56	724,54	133,38	NA	NA	847,43	3825,35	3944	2977,64	5380,33	1761,1	NA	49,55	964
8-1-1998	102,16	368,29	NA	403,22	181,46	5029,56	NA	225	123,28	158,33	715,37	132,89	NA	NA	796,61	3759,4	3983,86	3049,27	5261,77	1761,1	NA	50	956,05
9-1-1998	99,28	368,29	NA	387,99	185,37	5135,71	NA	225,22	121,55	147,22	716,39	130,94	NA	NA	749,1	3519,88	3859,59	3045,86	5010,71	1717,42	NA	45,54	927,69
12-1-1998	97,12	368,29	NA	387,63	176,59	5143,87	NA	222,77	115,52	140,28	716,39	127,03	NA	NA	749,1	3582,36	3983,86	3042,45	5160,65	1758,37	NA	46,87	939,21
13-1-1998	101,08	368,29	NA	398,97	181,46	5290,84	NA	233,48	115,09	148,61	717,41	129,96	NA	NA	780,03	3599,72	3986,21	3025,39	5136,25	1777,48	NA	44,64	952,12
14-1-1998	99,28	368,29	NA	401,8	187,32	5225,52	NA	236,16	113,79	144,44	716,39	129,96	NA	NA	791,08	3662,2	4122,21	3025,39	5132,76	1761,1	NA	45,54	957,94
15-1-1998	104,32	368,29	NA	399,32	187,32	5201,03	NA	230,36	115,52	144,44	712,31	130,94	NA	NA	791,08	3582,36	4077,66	2974,23	5132,76	1769,29	NA	43,3	950,73
16-1-1998	102,88	368,29	NA	403,93	202,93	5241,85	NA	231,92	118,97	144,44	713,33	132,89	NA	NA	822,02	3710,8	4117,52	2940,12	5212,96	1796,6	NA	42,41	961,51
19-1-1998	102,88	368,29	NA	403,93	204,88	5241,85	NA	231,92	118,97	144,44	713,33	132,89	NA	NA	822,02	3710,8	4117,52	2940,12	5212,96	1796,6	NA	42,41	961,51
20-1-1998	108,63	368,29	NA	415,27	201,46	5494,96	NA	244,64	119,83	145,83	717,41	132,89	NA	NA	857,38	3610,14	4333,24	2916,25	5394,28	1810,25	NA	43,75	978,6
21-1-1998	111,51	368,29	NA	411,02	206,34	5519,46	NA	252,23	121,12	147,22	719,45	131,92	NA	NA	850,75	3596,25	4276,96	2943,53	5272,23	1777,48	NA	43,3	970,81
22-1-1998	89,39	368,29	NA	408,89	206,83	5568,45	NA	254,02	122,41	138,89	720,47	130,94	NA	NA	768,99	3450,46	4225,38	2953,77	5335	1780,21	NA	46,43	963,04
23-1-1998	88,13	368,29	NA	435,11	217,07	5437,81	NA	247,77	120,26	141,67	714,35	126,54	NA	NA	761,25	3436,57	4237,11	2940,12	5436,12	1785,67	NA	46,65	957,59
26-1-1998	80,76	368,29	NA	426,96	210,24	5250,02	NA	243,3	119,4	141,67	714,35	125,08	NA	NA	777,83	3394,92	4276,96	2950,36	5422,17	1777,48	NA	45,09	956,95
27-1-1998	80,58	368,29	NA	449,64	214,63	5372,49	NA	238,39	124,14	138,89	709,26	124,59	NA	NA	766,78	3440,04	4295,73	2960,59	5439,61	1785,67	NA	43,3	969,02
28-1-1998	80,58	368,29	NA	457,08	223,41	5347,99	NA	245,65	125	138,89	712,31	125,08	NA	NA	803,24	3540,71	4412,96	2957,18	5568,63	1796,6	NA	43,75	977,46
29-1-1998	89,93	368,29	NA	459,91	230,73	5331,66	NA	246,43	141,81	141,67	705,18	125,08	NA	NA	835,28	3575,42	4422,35	2977,64	5662,77	1788,41	NA	43,3	985,49
30-1-1998	104,32	368,29	NA	455,66	225,85	5413,31	NA	253,12	137,93	138,89	698,86	125,08	NA	NA	794,4	3512,94	4403,59	2957,18	5561,65	1758,37	NA	42,63	980,28
2-2-1998	100	368,29	NA	477,63	234,15	5486,8	NA	262,95	137,07	144,44	703,99	125,08	NA	NA	784,45	3710,8	4417,66	2977,64	5715,07	1766,56	NA	44,2	1001,27
3-2-1998	97,84	368,29	NA	481,17	234,15	5543,95	NA	261,16	137,93	140,28	699,89	119,7	NA	NA	786,66	3776,76	4361,38	2977,64	5579,09	1777,48	NA	44,64	1006
4-2-1998	97,84	368,29	NA	484,72	249,76	5543,95	NA	261,16	137,07	138,89	693,73	117,26	NA	NA	844,12	3721,91	4314,48	2977,64	5579,09	1766,56	NA	44,64	1006,9
5-2-1998	98,56	368,29	NA	488,97	262,44	5527,62	NA	256,25	137,93	143,06	688,6	117,75	NA	NA	860,69	3620,94	4248,83	2984,46	5498,89	1772,02	NA	45,09	1003,54
6-2-1998	103,6	368,29	NA	493,22	260	5462,3	NA	258,04	148,28	140,28	696,81	121,66	NA	NA	851,85	3728,87	4286,34	3018,57	5464,02	1785,67	NA	45,98	1012,46
9-2-1998	103,96	368,29	NA	486,13	267,32	5478,63	NA	256,25	158,19	144,44	703,99	119,7	NA	NA	830,86	3707,98	4342,62	3032,22	5464,02	1772,02	NA	47,32	1010,74
10-2-1998	105,04	368,29	NA	481,53	255,12	5543,95	NA	257,14	163,79	141,67	705,02	119,21	NA	NA	846,33	3767,17	4405,93	3045,86	5617,44	1785,67	NA	47,32	1019,01
