Date	SYBASE	WM	MICROSTRATEGY	XEROX	LH	ENRON	GLOBALCROSSING	QWEST	ADELPHIA	PEREGRINE	CMSENERGY	DYNEGYHOLDINGS	MCIWORLDCOM	ELPASO	HALLIBURTON	MERRILLLYNCH	MERCKCOMPANY	DUKEENERGY	BRISTOLMYERS	NICORDEAD	MIRANT	IMCLONESYS	SP500
11-11-1999	184,89	368,29	420,71	293,76	256,78	11275,52	273,04	531,25	386,21	1230,56	604,88	188,77	116,63	NA	703,94	4305,66	5917,43	3165,23	8797,98	1735,41	NA	202,23	1381,46
12-11-1999	184,89	368,29	391,12	288,67	261,46	11477,47	301,96	526,79	391,38	1188,89	603,79	187,79	116,63	NA	754,87	4744,07	5854,78	3139,43	8812,26	1732,49	NA	197,32	1396,06
15-11-1999	178,42	368,29	405,92	297,39	267,71	11393,32	335,78	552,68	404,74	1261,11	610,31	186,81	117,68	NA	778,63	4715,55	5796,96	3128,38	8740,85	1764,62	NA	213,84	1394,39
16-11-1999	181,29	368,29	441,42	299,58	297,65	11056,74	352,94	562,5	441,38	1294,44	617,91	187,79	119,27	NA	770,71	5004,26	5859,6	3132,07	8869,39	1785,07	NA	223,21	1420,07
17-11-1999	188,49	368,29	432,84	289,4	288,78	10888,45	345,59	540,18	428,45	1355,56	611,39	187,3	118,39	NA	799,01	4843,87	5955,98	3143,12	8669,43	1764,62	NA	234,82	1410,71
18-11-1999	193,53	368,29	453,25	322,84	284,88	10837,96	350,49	548,21	428,45	1387,5	604,88	186,81	119,09	NA	775,24	4875,95	6066,81	3102,59	8583,74	1761,7	NA	246,43	1424,94
19-11-1999	198,56	368,29	466,27	333,75	301,27	10501,38	356,37	545,54	422,41	1434,72	590,76	180,42	121,29	NA	761,66	4915,16	6119,81	3091,53	8683,72	1723,72	NA	263,39	1422
22-11-1999	199,28	368,29	481,66	335,93	300,49	9962,85	352,94	537,5	409,48	1400	573,38	175,99	119,8	NA	748,08	4965,05	6061,99	3065,74	8583,74	1676,98	NA	255,36	1420,94
23-11-1999	197,84	368,29	471,3	327,93	292,68	9558,95	332,35	512,5	393,1	1398,61	564,7	168,13	117,86	NA	741,29	4886,64	6023,44	3036,26	8483,76	1656,52	NA	272,32	1404,64
24-11-1999	193,53	368,29	517,46	327,93	292,29	10417,23	359,8	523,21	394,83	1754,17	559,27	171,57	118,04	NA	743,55	4811,79	6143,91	3025,21	8555,18	1644,84	NA	278,57	1417,08
25-11-1999	193,53	368,29	517,46	327,93	297,76	10417,23	359,8	523,21	394,83	1754,17	559,27	171,57	118,04	NA	743,55	4811,79	6143,91	3025,21	8555,18	1644,84	NA	278,57	1417,08
26-11-1999	194,24	368,29	570,12	327,93	295,61	10164,8	365,2	524,11	396,55	1679,17	559,27	172,55	118,04	NA	725,44	4751,2	6158,36	3032,58	8590,88	1656,52	NA	294,2	1416,62
29-11-1999	189,93	368,29	642,6	322,12	295,8	10198,45	365,2	514,29	392,24	1694,44	551,66	168,62	117,68	NA	700,54	4537,34	6168	2918,35	8519,47	1612,7	NA	271,43	1407,83
30-11-1999	185,61	368,29	579,88	318,48	298,93	10282,88	342,16	488,39	387,93	1555,56	577,73	176,98	117,68	NA	701,68	4590,8	6066,81	2988,36	8340,94	1621,47	NA	259,82	1388,91
1-12-1999	192,81	368,29	596,75	310,63	296,59	10198,45	330,39	491,96	388,36	1463,89	567,95	178,06	112,75	NA	747,1	4548,03	5901,23	2947,83	8269,53	1612,7	NA	266,07	1397,72
2-12-1999	196,4	368,29	620,12	307,7	292,68	10232,22	356,37	490,18	388,79	1684,72	573,38	177,07	112,75	NA	717,58	4580,11	5852,86	2925,72	8190,97	1601,02	NA	270,09	1409,04
3-12-1999	212,95	368,29	691,12	304,03	296,59	10232,22	352,94	502,68	396,55	1800	580,99	175,11	113,1	NA	698,27	4719,12	5988,3	2958,88	8340,94	1615,62	NA	261,16	1433,3
6-12-1999	194,96	368,29	917,75	305,5	295,41	10164,68	371,57	510,71	396,55	2038,89	585,33	172,65	111,69	NA	673,3	4572,98	5838,36	2951,51	7933,89	1601,02	NA	252,23	1423,33
7-12-1999	207,19	368,29	848,15	298,91	295,02	9776,33	372,06	529,46	404,31	2002,78	588,59	173,14	111,34	NA	646,05	4676,35	5664,22	2877,82	7619,68	1554,27	NA	252,68	1409,17
8-12-1999	204,32	368,29	918,34	286,45	308,29	9843,87	371,57	548,21	391,81	1988,89	579,9	170,19	112,05	NA	672,16	4583,68	5685,98	2841,89	7605,39	1533,82	NA	247,32	1403,88
9-12-1999	203,6	368,29	1015,98	274,73	327,8	10519,27	348,04	543,75	420,69	1875	575,56	168,22	143,05	NA	656,26	4558,73	5509,43	2815,17	7605,39	1504,6	NA	243,3	1408,11
10-12-1999	200,72	368,29	1094,97	233,89	334,63	10114,03	367,65	555,36	425,43	1819,44	566,87	164,78	143,05	NA	634,69	4679,91	5533,62	2829,91	7798,21	1516,29	NA	245,98	1417,04
13-12-1999	202,88	368,29	1069,82	247,62	325,85	10029,61	402,94	597,32	427,59	1813,89	556,01	162,81	143,05	NA	627,88	4583,68	5320,79	2774,64	7605,39	1504,6	NA	268,75	1415,22
14-12-1999	195,68	368,29	906,21	270,33	339,51	9894,53	393,14	591,96	436,64	1638,89	545,15	160,35	143,23	NA	636,96	4426,85	5354,64	2822,54	7548,27	1487,07	NA	261,61	1403,17
15-12-1999	201,44	368,29	813,76	258,61	344,98	10097,14	389,71	589,29	435,78	1677,78	563,61	163,79	143,93	NA	675,57	4419,72	5548,13	2866,76	7612,54	1510,45	NA	253,57	1413,32
16-12-1999	199,28	368,29	789,35	254,95	345,37	9995,84	412,25	594,64	449,14	1775	556,01	164,78	143,76	NA	674,43	4476,75	5373,99	2829,91	7341,17	1490	NA	258,04	1418,78
17-12-1999	201,44	368,29	823,37	248,36	351,22	11076,47	412,74	595,54	429,31	1737,5	550,58	161,33	143,58	NA	667,62	4426,85	5151,49	2933,09	7098,37	1472,47	NA	264,29	1421,03
20-12-1999	189,21	368,29	802,37	242,49	362,93	10941,39	396,08	581,25	436,64	1734,72	538,63	161,83	143,76	NA	649,45	4444,67	5166	2914,66	6855,57	1463,7	NA	263,39	1418,09
21-12-1999	184,89	368,29	842,6	243,23	378,54	10941,39	426,96	628,57	448,28	1755,56	529,95	163,79	143,76	NA	675,57	4448,23	5112,79	2973,62	6869,85	1510,45	NA	265,18	1433,43
22-12-1999	174,82	368,29	835,5	254,22	374,63	10873,85	410,78	625,89	445,69	1736,11	538,63	172,65	143,76	NA	696	4437,54	5199,86	2947,83	7219,77	1522,13	NA	291,07	1436,13
23-12-1999	179,86	368,29	828,4	256,41	374,63	10823,2	401,96	625,89	455,17	1663,89	545,15	181,01	143,76	NA	714,17	4462,49	5398,18	2977,3	7619,68	1513,37	NA	278,57	1458,34
24-12-1999	179,86	368,29	828,4	256,41	379,71	10823,2	401,96	625,89	455,17	1663,89	545,15	181,01	143,76	NA	714,17	4462,49	5398,18	2977,3	7619,68	1513,37	NA	278,57	1458,34
27-12-1999	175,54	368,29	776,33	260,08	381,66	11532,36	376,47	608,04	441,38	1609,72	535,38	181,01	143,76	NA	717,58	4483,88	5456,22	2947,83	7769,64	1533,82	NA	278,57	1457,1
28-12-1999	185,61	368,29	934,91	260,81	379,71	11583,01	379,9	617,86	441,38	1697,22	537,55	187,89	143,76	NA	724,39	4462,49	5398,18	2984,67	7648,24	1534,52	NA	300,89	1457,66
29-12-1999	192,09	368,29	960,95	260,81	375,41	11701,21	378,92	598,44	440,52	1777,78	532,12	188,88	143,76	NA	731,2	4558,73	5282,09	2969,93	7483,99	1534,52	NA	288,84	1463,46
30-12-1999	195,68	368,29	965,68	268,14	385,56	11954,48	375	600,89	447,84	1790,28	536,46	188,88	144,64	NA	703,95	4669,22	5248,23	2984,67	7455,43	1528,61	NA	279,46	1464,47
31-12-1999	195,68	368,29	994,08	265,94	385,56	11988,25	392,16	614,29	452,59	1870,83	541,89	191,34	144,64	NA	731,2	4751,2	5199,86	2955,2	7334,03	1537,48	NA	283,04	1469,25
3-1-2000	203,6	368,29	986,98	283,52	385,56	11734,98	385,29	601,79	475,86	1822,22	512,57	187,89	144,81	NA	696	4597,93	5233,72	2844,65	7341,17	1490,17	NA	279,91	1455,22
4-1-2000	194,24	368,29	927,81	270,33	396,1	11481,7	366,67	568,75	462,07	1733,33	519,09	192,32	143,93	NA	699,41	4426,85	5035,4	2888,87	6798,44	1499,04	NA	267,86	1399,42
5-1-2000	200,72	368,29	986,98	275,46	421,46	11886,94	376,47	567,86	457,33	1744,44	533,2	201,18	144,11	NA	668,75	4188,04	5248,23	3006,78	6762,16	1540,43	NA	262,5	1402,11
6-1-2000	194,96	368,29	947,93	278,39	405,46	12950,69	340,69	535,71	453,02	1706,94	528,86	221,22	144,11	NA	696	4355,56	5291,76	3087,85	6855,38	1564,09	NA	275	1403,45
7-1-2000	197,12	368,29	995,86	284,99	418,34	13254,61	346,08	554,46	448,71	1698,61	540,81	233,15	144,11	NA	739,15	4380,51	5799,66	3168,91	7859,31	1593,65	NA	292,41	1441,47
10-1-2000	203,6	368,29	1189,35	278,39	433,95	12781,84	385,29	566,07	475,86	1751,39	533,2	238,07	144,11	NA	709,63	4412,59	5630,36	3165,23	7773,26	1596,61	NA	306,25	1457,6
11-1-2000	196,4	368,29	1128,99	275,46	448,78	12866,26	365,2	557,14	462,07	1741,67	547,32	248,4	144,11	NA	735,74	4448,23	5649,71	3124,7	7665,69	1593,65	NA	298,21	1438,56
12-1-2000	195,68	368,29	1093,49	274,73	419,9	13913,13	368,63	550,89	455,17	1627,78	544,06	260,2	144,11	NA	685,78	4562,29	5760,96	3161,54	7644,18	1614,35	NA	303,57	1432,25
13-1-2000	194,24	368,29	1074,56	282,06	415,61	14419,67	401,96	575	467,24	1665,28	549,49	248,4	144,11	NA	694,87	4555,16	5785,14	3187,34	7500,76	1638	NA	337,05	1449,68
14-1-2000	197,84	368,29	1078,99	276,19	424,59	15230,14	401,47	610,71	472,41	1756,94	541,89	239,05	144,11	NA	700,54	4605,06	5736,77	3209,45	7708,72	1608,44	NA	341,96	1465,15
17-1-2000	197,84	368,29	1078,99	276,19	425,76	15230,14	401,47	610,71	472,41	1756,94	541,89	239,05	144,11	NA	700,54	4605,06	5736,77	3209,45	7708,72	1608,44	NA	341,96	1465,15
18-1-2000	189,93	368,29	1142,6	276,93	422,24	14993,75	400,98	607,14	484,48	1775	531,03	230,69	144,11	NA	757,32	4537,34	5480,41	3157,86	7493,59	1602,52	NA	366,07	1455,14
19-1-2000	200	368,29	1254,44	279,13	416,39	14453,44	409,8	600	504,31	1888,89	536,46	230,2	144,11	NA	766,4	4558,73	5533,62	3246,29	7350,17	1581,83	NA	379,02	1455,9
20-1-2000	217,27	368,29	1362,5	268,14	418,34	18168,11	418,14	588,39	506,47	1959,72	537,55	230,2	144,11	NA	741,42	4487,44	5644,87	3290,51	7099,19	1629,13	NA	430,8	1445,57
21-1-2000	266,19	368,29	1368,64	259,34	405,85	19350,05	415,2	592,63	513,36	1894,44	545,15	237,57	144,11	NA	769,8	4391,2	5606,17	3331,04	7020,31	1646,87	NA	476,79	1441,36
24-1-2000	247,48	368,29	1339,64	254,95	417,56	17560,25	403,92	582,14	497,84	1979,17	542,98	247,41	144,11	NA	724,39	4316,36	5436,88	3375,26	6733,48	1617,31	NA	441,96	1401,53
25-1-2000	256,11	368,29	1368,05	257,15	421,07	16547,16	406,86	569,64	488,36	1980,56	533,2	234,13	144,11	NA	726,66	4601,5	5485,25	3364,21	6869,72	1596,61	NA	434,82	1410,03
26-1-2000	251,08	368,29	1396,45	257,88	427,71	16513,39	391,67	567,86	475,86	1936,11	528,86	234,13	144,11	NA	702,82	4961,49	5635,2	3378,95	7056,16	1608,44	NA	452,23	1404,09
27-1-2000	263,31	368,29	1415,98	251,29	413,66	16479,63	386,76	563,39	484,91	1944,44	521,26	230,69	144,11	NA	681,24	5047,04	5736,77	3412,11	7142,21	1584,78	NA	445,54	1398,56
28-1-2000	274,1	368,29	1467,46	240,3	400	16260,12	364,71	552,68	463,79	1872,22	512,57	237,08	144,11	NA	650,59	4790,41	5910,91	3360,52	7371,68	1584,78	NA	392,86	1360,16
31-1-2000	274,1	368,29	1314,79	244,69	384	18336,96	398,04	562,5	456,47	1687,5	521,26	243,97	144,11	NA	656,26	4947,23	6099,55	3404,74	7601,15	1620,26	NA	399,11	1394,46
1-2-2000	275,54	368,29	1256,8	243,96	371,51	17425,18	396,57	598,21	470,69	1713,89	408,32	253,81	144,11	NA	660,81	4890,2	5944,77	3393,68	7414,71	1620,26	NA	414,29	1409,28
2-2-2000	277,7	368,29	1372,78	245,43	427,32	16986,17	380,39	609,82	468,97	1795,83	371,4	253,81	144,11	NA	674,43	5133,72	5949,61	3334,73	7436,22	1640,96	NA	413,84	1409,12
3-2-2000	275,54	368,29	1410,65	254,95	415,84	17205,67	388,73	614,29	460,34	1872,22	381,17	253,81	144,11	NA	678,97	5190,92	5901,23	3308,93	7500,76	1685,31	NA	484,82	1424,97
4-2-2000	271,22	368,29	1344,08	257,88	440,98	16682,24	385,78	626,79	443,97	1911,11	360,36	253,81	144,11	NA	668,75	5233,82	5809,33	3172,6	7421,88	1623,22	NA	478,57	1424,37
7-2-2000	274,82	368,29	1336,09	254,22	491,71	16884,86	394,61	630,36	445,26	1898,61	359,26	253,81	144,11	NA	678,97	5376,82	5823,84	3128,38	7371,68	1602,52	NA	492,86	1424,24
8-2-2000	281,29	368,29	1500	254,95	554,15	17864,18	418,14	642,86	455,17	1950	359,26	253,81	144,11	NA	669,89	5551,99	5838,36	3157,86	7314,32	1611,39	NA	487,5	1441,72
9-2-2000	278,42	368,29	1489,35	253,48	577,56	17948,61	420,59	646,43	440,52	1955,56	352,63	253,81	144,11	NA	644,91	5341,07	5523,95	3094,48	7170,9	1578,87	NA	517,86	1411,7
10-2-2000	276,98	368,29	1559,17	241,76	598,24	18269,42	446,57	651,79	434,48	2036,11	331,62	253,81	144,11	NA	643,77	5330,34	5340,13	3046,07	7041,82	1575,91	NA	514,73	1416,83
11-2-2000	268,35	368,29	1589,35	237,37	622,44	17796,64	438,24	660,71	420,69	1994,44	329,41	253,81	144,11	NA	622,2	5226,67	5049,91	3049,79	6884,06	1561,13	NA	500	1387,12
14-2-2000	261,87	368,29	1608,28	257,88	622,44	18320,07	450	699,11	413,79	2043,06	339,36	253,81	144,11	NA	652,86	5169,47	5112,79	3068,41	7013,14	1584,78	NA	526,79	1389,94
15-2-2000	261,87	368,29	1626,04	260,81	604,88	18624	477,94	699,11	401,72	1955,56	342,68	253,81	144,11	NA	699,41	5301,74	5078,93	3027,45	6779,66	1599,57	NA	555,8	1402,05
16-2-2000	265,47	368,29	1654,44	253,48	626,34	18877,27	453,43	672,32	389,22	2050	330,52	253,81	144,11	NA	710,76	5122,99	5069,26	3046,07	7292,8	1578,87	NA	598,21	1387,67
17-2-2000	256,47	368,29	1633,14	244,69	626,34	18995,47	478,92	714,29	402,59	1986,11	324,99	253,81	144,11	NA	699,41	5137,29	4895,12	3075,86	7285,63	1578,87	NA	669,64	1388,26
18-2-2000	246,04	368,29	1519,53	246,16	663,41	18691,54	410,78	706,25	384,48	1859,72	323,88	253,81	144,11	NA	666,48	5033,62	4798,38	3079,59	6855,38	1558,17	NA	628,57	1346,09
21-2-2000	246,04	368,29	1519,53	246,16	706,34	18691,54	410,78	706,25	384,48	1859,72	323,88	253,81	144,11	NA	666,48	5033,62	4798,38	3079,59	6855,38	1558,17	NA	628,57	1346,09
22-2-2000	248,92	368,29	1425,44	245,43	727,8	17830,41	381,37	686,61	371,55	1938,89	322,78	253,81	144,11	NA	644,91	5012,17	5069,26	3016,28	6876,89	1549,3	NA	669,64	1352,17
23-2-2000	274,82	368,29	1463,91	241,76	881,95	17678,45	378,92	672,32	387,07	1958,33	310,62	253,81	144,11	NA	623,34	5348,22	4885,45	2949,25	6876,89	1496,08	NA	667,41	1360,69
24-2-2000	265,47	368,29	1491,12	238,83	913,17	17712,22	391,18	676,79	372,41	2072,22	300,67	253,81	144,11	NA	643,77	5768,28	4764,52	2882,22	6640,25	1425,12	NA	675	1353,43
25-2-2000	268,35	368,29	1420,12	235,9	913,17	17019,94	376,96	666,07	371,98	2419,44	290,72	253,81	144,11	NA	611,98	5484,07	4658,11	2822,64	6496,84	1416,25	NA	717,86	1333,36
28-2-2000	271,94	368,29	1420,12	243,23	796,1	17543,37	361,76	657,14	380,6	2263,89	291,83	253,81	144,11	NA	635,83	5544,84	4764,52	2885,95	6460,98	1442,86	NA	757,14	1348,05
29-2-2000	288,49	368,29	1316,57	254,95	780,49	18609,17	365,69	660,71	378,88	2427,78	296,25	253,81	144,11	NA	696	5863,02	4764,52	2889,67	6568,54	1436,95	NA	936,16	1366,42
1-3-2000	287,05	368,29	1675,15	255,1	920,98	18676,84	399,51	835,71	384,91	3105,56	299,57	253,81	144,11	NA	746,12	6027,47	4666,04	2863,6	5887,31	1433,99	NA	993,42	1379,19
2-3-2000	296,4	368,29	1704,73	250,66	928,78	18507,66	426,47	841,96	387,07	2895,83	298,46	253,81	144,11	NA	768,91	5955,97	4607,71	2867,33	6046,86	1428,08	NA	1009,82	1381,76
3-3-2000	342,45	368,29	1779,88	247,7	928,78	18541,5	442,65	921,43	390,52	2933,33	301,78	253,81	144,11	NA	744,99	6120,42	4471,62	2941,8	5908,82	1490,17	NA	1103,12	1409,17
6-3-2000	335,97	368,29	2130,18	254,36	928,78	18609,17	417,65	817,86	374,57	2894,44	306,2	253,81	144,11	NA	751,82	6109,7	4393,85	2926,91	5385,34	1410,34	NA	1208,04	1391,28
7-3-2000	323,02	368,29	2328,99	244,74	854,63	19302,78	412,25	798,21	360,78	2816,67	305,09	253,81	144,11	NA	811,05	5973,84	4194,57	2856,16	4933,58	1419,21	NA	1125	1355,62
8-3-2000	317,99	368,29	2308,88	251,4	858,54	18186,23	418,14	763,39	348,28	2969,44	303,99	253,81	144,11	NA	726,76	5745,04	4418,16	2837,54	5478,57	1448,78	NA	1013,39	1366,7
9-3-2000	331,65	368,29	2681,06	264,71	922,93	17847,88	432,84	857,14	350,86	3294,44	302,88	253,81	144,11	NA	731,32	5898,77	4753,53	2826,37	6195,66	1445,82	NA	1001,34	1401,69
10-3-2000	323,74	368,29	2963,31	286,89	913,17	18439,99	454,9	753,57	343,53	3344,44	303,99	253,81	144,11	NA	721,06	6002,45	4632,02	2763,06	6009,21	1425,12	NA	964,29	1395,07
13-3-2000	302,88	368,29	2786,83	289,85	924,88	17864,8	431,37	714,29	331,9	3216,67	303,99	253,81	144,11	NA	708,53	5805,82	4432,74	2770,51	5844,29	1425,12	NA	870,98	1383,62
14-3-2000	294,24	368,29	2764,5	278,76	1088,78	17644,88	407,84	763,39	331,03	3172,22	309,51	253,81	144,11	NA	700,56	5609,2	4369,55	2792,85	5500,08	1433,99	NA	750	1359,15
15-3-2000	295,14	368,29	2543,2	304,64	905,37	18524,58	399,51	738,39	313,79	2968,06	331,62	253,81	144,11	NA	690,31	5555,57	4651,46	2945,53	5794,09	1442,86	NA	774,55	1392,15
16-3-2000	287,77	368,29	2353,85	303,16	944,39	18795,26	406,86	714,29	320,69	2861,11	343,78	253,81	144,11	NA	717,65	5748,62	5054,88	3079,59	6389,27	1516,78	NA	720,09	1458,47
17-3-2000	281,29	368,29	2146,75	305,38	956,1	18744,51	412,74	707,14	316,81	3033,33	337,15	253,81	144,11	NA	699,42	5995,3	4879,9	2993,94	6131,12	1487,21	NA	670,54	1464,47
20-3-2000	261,87	368,29	821,3	307,59	936,59	18558,41	372,06	700	314,66	2977,78	343,78	253,81	144,11	NA	659,55	5834,42	4792,41	2934,36	6066,58	1502	NA	602,23	1456,63
21-3-2000	269,78	368,29	684,62	333,47	854,63	19421,2	370,1	694,64	310,34	2802,78	342,68	253,81	144,11	NA	683,47	5895,2	4972,25	2912,01	6109,61	1504,95	NA	561,61	1493,87
22-3-2000	284,17	368,29	840,09	319,42	858,54	20317,83	389,71	678,57	325	2908,33	333,83	253,81	144,11	NA	705,12	6002,45	5011,13	2885,95	6267,37	1490,17	NA	697,32	1500,64
23-3-2000	289,21	368,29	1114,64	317,95	838,01	19962,56	367,65	691,07	335,34	3111,11	336,04	253,81	144,11	NA	690,31	6288,45	4889,62	2949,25	6439,47	1487,21	NA	687,5	1527,35
24-3-2000	270,5	368,29	1221,3	317,21	842,93	19488,88	370,59	675	332,76	3200	337,15	253,81	144,11	NA	710,81	6506,52	4802,13	2979,04	6310,39	1454,69	NA	665,18	1527,46
27-3-2000	262,59	368,29	1069,82	317,95	847,61	20385,5	372,06	728,57	330,6	3533,33	336,04	253,81	144,11	NA	694,86	6249,12	4753,53	3034,9	6267,37	1490,17	NA	628,57	1523,86
28-3-2000	256,83	368,29	932,54	316,47	928,78	19708,8	340,69	721,43	334,48	3369,44	334,94	253,81	144,11	NA	686,89	6163,32	4787,55	2986,49	6317,56	1513,82	NA	625	1507,73
29-3-2000	250,36	368,29	911,24	316,47	952,2	20706,93	337,74	714,29	328,45	3155,56	333,83	253,81	144,11	NA	733,59	6106,12	4996,55	3072,14	6640,25	1557,11	NA	554,02	1508,52
30-3-2000	230,22	368,29	908,88	314,25	897,56	19505,79	339,71	687,5	320,69	3000	331,62	253,81	144,11	NA	739,29	5930,95	4981,97	3083,31	6568,54	1575,08	NA	515,62	1487,92
31-3-2000	233,81	368,29	824,26	307,59	897,56	20267,07	321,08	685,71	337,93	2980,56	320,57	253,81	144,11	NA	749,54	6006,02	4831,29	3127,99	6654,59	1578,07	NA	549,11	1498,58
3-4-2000	227,34	368,29	730,18	295,76	849,17	19911,81	298,53	657,14	343,1	2600	318,36	253,81	144,11	NA	774,6	6127,57	5190,97	3217,37	7077,68	1545,13	NA	550	1505,97
4-4-2000	230,22	368,29	674,56	300,2	796,88	17712,54	282,84	640,18	338,79	2498,61	321,67	253,81	144,11	NA	729,04	5677,12	5263,88	3351,42	7572,47	1566,09	NA	528,12	1494,73
5-4-2000	238,85	368,29	618,93	301,68	764,88	18017,06	282,35	634,82	321,98	2577,78	326,1	253,81	144,11	NA	692,59	5677,12	5307,62	3209,92	7421,31	1572,08	NA	595,98	1487,37
6-4-2000	251,8	368,29	577,51	325,34	842,93	18389,24	293,63	653,57	307,76	1633,33	322,78	253,81	144,11	NA	714,23	5923,79	5098,62	3146,61	6967,82	1563,1	NA	605,25	1501,34
7-4-2000	246,04	368,29	609,47	328,3	901,46	18930,6	291,67	660,71	310,78	1494,44	322,78	253,81	144,11	NA	722,2	5766,5	5093,76	3116,82	6852,65	1554,11	NA	674,11	1516,35
10-4-2000	236,15	368,29	545,56	320,9	878,05	19015,19	259,31	662,5	303,45	1630,56	326,1	253,81	144,11	NA	698,28	5963,12	5161,8	3221,09	7068,6	1557,11	NA	661,61	1504,46
11-4-2000	236,69	368,29	472,19	314,25	809,76	18490,75	258,82	646,43	303,02	1463,89	328,31	253,81	144,11	NA	732,46	5984,57	5234,71	3288,12	7399,71	1557,11	NA	593,75	1500,59
12-4-2000	230,94	368,29	402,37	314,99	835,12	19252,03	239,22	622,32	307,76	1311,11	331,62	253,81	144,11	NA	743,85	5805,82	5045,16	3362,59	7464,5	1572,08	NA	537,5	1467,17
13-4-2000	232,37	368,29	369,82	303,9	803,9	19979,48	243,63	607,14	312,07	1291,67	344,89	253,81	144,11	NA	716,51	5637,79	5118,06	3418,45	7658,85	1608,02	NA	564,29	1440,51
14-4-2000	217,99	368,29	317,75	287,63	784,39	18676,84	220,59	564,29	300	1113,89	342,68	253,81	144,11	NA	708,53	5148,02	4943,09	3265,78	7298,94	1593,04	NA	492,86	1356,56
17-4-2000	213,67	368,29	289,94	294,28	725,85	17729,46	218,63	582,14	293,1	1088,89	342,68	253,81	144,11	NA	700,56	5162,32	5011,13	3310,46	7471,7	1628,98	NA	475,89	1401,44
18-4-2000	251,8	368,29	335,5	295,76	747,32	18406,16	235,29	612,5	307,33	1261,11	343,78	253,81	144,11	NA	759,79	5691,42	5152,09	3224,81	7514,88	1619,99	NA	521,43	1441,61
19-4-2000	243,17	368,29	334,91	304,64	792,2	19082,86	234,31	612,5	314,66	1269,44	339,36	253,81	144,11	NA	755,24	5652,09	5365,95	3273,22	5830,51	1611,01	NA	540,18	1427,47
20-4-2000	224,46	368,29	318,93	295,02	760,98	19218,2	220,59	607,14	321,12	1327,78	333,83	253,81	144,11	NA	770,05	5698,57	5433,99	3366,32	5700,95	1622,99	NA	539,29	1434,54
21-4-2000	224,46	368,29	318,93	295,02	760,98	19218,2	220,59	607,14	321,12	1327,78	333,83	253,81	144,11	NA	770,05	5698,57	5433,99	3366,32	5700,95	1622,99	NA	539,29	1434,54
24-4-2000	210,07	368,29	279,29	285,41	760,98	19082,86	205,88	595,54	323,71	1169,44	344,89	253,81	144,11	NA	758,66	5834,42	5594,39	3440,79	5708,14	1611,01	NA	521,43	1429,86
25-4-2000	241,73	368,29	297,04	315,73	725,85	19962,56	240,2	625	332,33	1227,78	350,41	253,81	144,11	NA	760,93	6070,37	5638,13	3489,2	5931,29	1652,93	NA	558,04	1477,44
26-4-2000	224,46	368,29	281,06	331,25	745,37	19742,64	230,88	631,25	331,03	1294,44	344,89	253,81	144,11	NA	795,11	6070,37	5594,39	3548,78	5938,48	1634,97	NA	585,71	1460,99
27-4-2000	233,09	368,29	233,14	320,16	718,05	19471,96	245,1	614,29	334,91	1061,11	330,52	253,81	144,11	NA	829,28	5927,37	5560,36	3500,38	6017,66	1611,01	NA	575,89	1464,92
28-4-2000	232,37	368,29	244,97	313,51	760,98	18862,93	247,06	622,32	341,81	1069,44	342,5	253,81	144,11	NA	805,36	5830,84	5404,83	3425,9	6039,26	1622,99	NA	650	1452,43
1-5-2000	269,06	368,29	252,07	320,16	760,98	19573,46	273,04	632,14	343,53	1211,11	361,65	253,81	144,11	NA	806,5	6170,47	5254,16	3485,48	5931,29	1640,95	NA	675,45	1468,25
2-5-2000	261,87	368,29	242,01	316,47	811,71	20571,59	255,88	619,64	324,57	1191,67	377,43	253,81	144,11	NA	863,45	5938,09	5385,39	3381,21	5938,48	1614	NA	687,5	1446,29
3-5-2000	255,4	368,29	234,32	316,47	803,9	20199,41	267,65	596,43	318,53	1105,56	370,67	253,81	144,11	NA	824,72	5780,08	5312,48	3388,66	5844,91	1605,02	NA	646,43	1415,1
4-5-2000	279,86	368,29	247,34	316,47	823,41	20131,73	258,33	610,71	324,14	1072,22	385,31	253,81	144,11	NA	856,62	5780,08	5224,99	3451,97	5996,07	1614	NA	652,68	1409,57
5-5-2000	287,05	368,29	236,69	328,3	823,41	20097,9	272,55	641,07	324,14	1066,67	379,68	253,81	144,11	NA	854,34	6016,73	5385,39	3444,52	6089,65	1605,02	NA	681,7	1432,63
8-5-2000	277,7	368,29	217,75	332,73	842,93	20334,75	267,65	646,43	318	966,67	388,69	253,81	144,11	NA	881,68	5984,46	5433,99	3492,93	6233,61	1587,05	NA	664,29	1424,17
9-5-2000	266,19	368,29	203,55	331,25	827,32	19641,13	257,84	629,46	310,78	930,56	386,44	253,81	144,11	NA	891,93	5937,85	5361,09	3515,27	6154,43	1584,06	NA	667,86	1412,14
10-5-2000	254,68	368,29	189,35	325,34	788,29	20233,24	238,24	618,75	291,38	861,11	384,19	253,81	144,11	NA	896,49	5751,39	5288,18	3644,86	6183,22	1608,02	NA	631,25	1383,05
11-5-2000	286,33	368,29	188,91	301,68	757,07	20842,27	252,45	641,07	301,72	911,11	394,33	253,81	144,11	NA	918,13	5780,08	5307,62	3753,83	6147,23	1655,93	NA	628,57	1407,81
